id,model,SKU,scaned_images_path,website_images_path,category,source,first_date,semi,avg_of_stones,craeted_at,updated_at
7351,5-1697,G51697,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2021-08-19,2024-04-22
7352,5-1698,G51698,H:\Gold-Models\,H:\Gold-Models\, , production,24/08/2021, ,Not Available,2021-08-24,2024-04-22
7353,5-1699,G51699,H:\Gold-Models\,H:\Gold-Models\, , production,24/08/2021, ,Not Available,2021-08-24,2024-04-22
7354,5-1700-A,G51700A,H:\Gold-Models\,H:\Gold-Models\,***, production,13/09/2021,Semi,0.4,2021-09-10,2024-04-22
7355,5-1700-B,G51700B,H:\Gold-Models\,H:\Gold-Models\,***, production,13/09/2021,Semi,0.27,2021-09-10,2024-04-22
7356,5-1700,G51700,H:\Gold-Models\,H:\Gold-Models\, , production, , ,0.28,2023-06-24,2024-04-22
7357,5-1701,G51701,H:\Gold-Models\,H:\Gold-Models\,***, production,11/09/2021, ,Not Available,2023-05-26,2024-04-22
7358,5-1702,G51702,H:\Gold-Models\,H:\Gold-Models\,**, production,29/09/2021, ,Not Available,2023-05-26,2024-04-22
7359,5-1703,G51703,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2021-10-04,2024-04-22
7360,5-1704,G51704,H:\Gold-Models\,H:\Gold-Models\, , production,Was Order, ,Not Available,2021-10-16,2024-04-22
7361,5-1705,G51705,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-05-26,2024-04-22
7362,5-1706-A,G51706A,H:\Gold-Models\,H:\Gold-Models\,***, production,06/08/2022,sadaf,0.51,2023-10-12,2024-04-22
7363,5-1706-B,G51706B,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-10-12,2024-04-22
7364,5-1706,G51706,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2023-10-12,2024-04-22
7365,5-1707,G51707,H:\Gold-Models\,H:\Gold-Models\,***, production,27/10/2021,Semi,1.9,2023-08-11,2024-04-22
7366,5-1708,G51708,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-06-10,2024-04-22
7367,5-1709,G51709,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2021-11-06,2024-04-22
7368,5-1710,G51710,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2021-11-06,2024-04-22
7369,5-1711,G51711,H:\Gold-Models\,H:\Gold-Models\, , production,Was Order,Semi,Not Available,2021-11-06,2024-04-22
7370,5-1712,G51712,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2024-01-20,2024-04-22
7371,5-1713-A,G51713A,H:\Gold-Models\,H:\Gold-Models\,***, production,08/01/2022,Semi,0.92,2023-07-14,2024-04-22
7372,5-1713-B,G51713B,H:\Gold-Models\,H:\Gold-Models\,***, production,17/12/2022,Semi,1,2022-12-17,2024-04-22
7373,5-1713-C,G51713C,H:\Gold-Models\,H:\Gold-Models\,***, production,03/04/2024,Semi,Not Available,2024-04-03,2024-04-22
7374,5-1713-D,G51713D,H:\Gold-Models\,H:\Gold-Models\,***, production,03/04/2024,Semi,Not Available,2024-04-03,2024-04-22
7375,5-1713,G51713,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2024-04-03,2024-04-22
7376,5-1714,G51714,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2021-11-19,2024-04-22
7377,5-1715,G51715,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2021-12-24,2024-04-22
7378,5-1716,G51716,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2021-12-24,2024-04-22
7379,5-1717,G51717,H:\Gold-Models\,H:\Gold-Models\, , production,07/01/2022, ,Not Available,2022-01-07,2024-04-22
7380,5-1718,G51718,H:\Gold-Models\,H:\Gold-Models\,***, production,07/01/2022, ,Not Available,2023-07-12,2024-04-22
7381,5-1719,G51719,H:\Gold-Models\,H:\Gold-Models\,***, production,20/01/2022, ,Not Available,2023-10-12,2024-04-22
7382,5-1720,G51720,H:\Gold-Models\,H:\Gold-Models\,***, production,20/01/2022, ,Not Available,2023-10-12,2024-04-22
7383,5-1721,G51721,H:\Gold-Models\,H:\Gold-Models\,***, production,20/01/2022, ,Not Available,2023-10-10,2024-04-22
7384,5-1722,G51722,H:\Gold-Models\,H:\Gold-Models\,***, production,20/01/2022, ,Not Available,2023-10-12,2024-04-22
7385,5-1723,G51723,H:\Gold-Models\,H:\Gold-Models\, , production,20/01/2022, ,Not Available,2023-10-12,2024-04-22
7386,5-1724,G51724,H:\Gold-Models\,H:\Gold-Models\,***, production,20/01/2022, ,Not Available,2023-10-10,2024-04-22
7387,5-1725,G51725,H:\Gold-Models\,H:\Gold-Models\,***, production,20/01/2022, ,Not Available,2023-10-12,2024-04-22
7388,5-1726,G51726,H:\Gold-Models\,H:\Gold-Models\,***, production,20/01/2022, ,Not Available,2023-10-10,2024-04-22
7389,5-1727,G51727,H:\Gold-Models\,H:\Gold-Models\,***, production,20/01/2022, ,Not Available,2023-10-12,2024-04-22
7390,5-1728,G51728,H:\Gold-Models\,H:\Gold-Models\,***, production,20/01/2022, ,Not Available,2023-10-12,2024-04-22
7391,5-1729,G51729,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2022-02-05,2024-04-22
7392,5-1730,G51730,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2022-02-05,2024-04-22
7393,5-1731,G51731,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2022-02-07,2024-04-22
7394,5-1732,G51732,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2022-02-07,2024-04-22
7395,5-1733-A,G51733A,H:\Gold-Models\,H:\Gold-Models\,***, production,30/06/2022, ,Not Available,2022-07-02,2024-04-22
7396,5-1733-B,G51733B,H:\Gold-Models\,H:\Gold-Models\,***, production,02/07/2022, ,Not Available,2022-07-02,2024-04-22
7397,5-1733,G51733,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2023-06-24,2024-04-22
7398,5-1734,G51734,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2022-02-23,2024-04-22
7399,5-1735,G51735,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2022-03-04,2024-04-22
7400,5-1736,G51736,H:\Gold-Models\,H:\Gold-Models\,***, production,12/03/2022, ,Not Available,2022-03-12,2024-04-22
7401,5-1737,G51737,H:\Gold-Models\,H:\Gold-Models\,***, production,12/03/2022,Malachite,0.03,2022-03-17,2024-04-22
7402,5-1738,G51738,H:\Gold-Models\,H:\Gold-Models\, , production,17/03/2022, ,Not Available,2022-03-17,2024-04-22
7403,5-1739,G51739,H:\Gold-Models\,H:\Gold-Models\,***, production,17/03/2022,Semi,0.05,2022-03-17,2024-04-22
7404,5-1740,G51740,H:\Gold-Models\,H:\Gold-Models\,**, production,21/03/2022,Semi,0.26,2022-03-21,2024-04-22
7405,5-1741,G51741,H:\Gold-Models\,H:\Gold-Models\,***, production,21/03/2022,Semi,0.05,2022-03-21,2024-04-22
7406,5-1742,G51742,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2022-03-30,2024-04-22
7407,5-1743,G51743,H:\Gold-Models\,H:\Gold-Models\,***, production,22/04/2022, ,Not Available,2022-04-22,2024-04-22
7408,5-1744,G51744,H:\Gold-Models\,H:\Gold-Models\,***, production,22/04/2022, ,Not Available,2022-04-22,2024-04-22
7409,5-1745,G51745,H:\Gold-Models\,H:\Gold-Models\, , production,Was Order, ,Not Available,2023-12-22,2024-04-22
7410,5-1746,G51746,H:\Gold-Models\,H:\Gold-Models\,***, production,Was Order, ,Not Available,2023-12-22,2024-04-22
7411,5-1747,G51747,H:\Gold-Models\,H:\Gold-Models\,**, production,Was Order,Faroz,4.35,2023-12-22,2024-04-22
7412,5-1748,G51748,H:\Gold-Models\,H:\Gold-Models\,***, production,20/05/2022, ,Not Available,2022-05-20,2024-04-22
7413,5-1749,G51749,H:\Gold-Models\,H:\Gold-Models\,***, production,20/05/2022, ,Not Available,2022-05-20,2024-04-22
7414,5-1750,G51750,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2022-05-23,2024-04-22
7415,5-1751,G51751,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2022-05-23,2024-04-22
7416,5-1752,G51752,H:\Gold-Models\,H:\Gold-Models\, , production,01/06/2022, ,Not Available,2022-08-05,2024-04-22
7417,5-1753,G51753,H:\Gold-Models\,H:\Gold-Models\,*, production,Was Order,Faroz,1,2023-12-22,2024-04-22
7418,5-1754,G51754,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2022-06-08,2024-04-22
7419,5-1755,G51755,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2022-06-08,2024-04-22
7420,5-1756,G51756,H:\Gold-Models\,H:\Gold-Models\, , production,Was Order, ,Not Available,2022-06-08,2024-04-22
7421,5-1757,G51757,H:\Gold-Models\,H:\Gold-Models\,**, production,10/06/2022, ,Not Available,2023-05-20,2024-04-22
7422,5-1758,G51758,H:\Gold-Models\,H:\Gold-Models\,***, production,28/06/2022, ,Not Available,2022-07-04,2024-04-22
7423,5-1759,G51759,H:\Gold-Models\,H:\Gold-Models\,**, production,17/06/2022,PRL,Not Available,2022-06-28,2024-04-22
7424,5-1760-A,G51760A,H:\Gold-Models\,H:\Gold-Models\,***, production,04/07/2022, ,Not Available,2022-07-04,2024-04-22
7425,5-1760-B,G51760B,H:\Gold-Models\,H:\Gold-Models\,***, production,04/07/2022, ,Not Available,2022-07-04,2024-04-22
7426,5-1760,G51760,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2023-06-13,2024-04-22
7427,5-1761,G51761,H:\Gold-Models\,H:\Gold-Models\,***, production,04/07/2022, ,Not Available,2022-07-04,2024-04-22
7428,5-1762,G51762,H:\Gold-Models\,H:\Gold-Models\,***, production,05/07/2022,Semi,1.36,2023-10-23,2024-04-22
7429,5-1763,G51763,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2022-07-22,2024-04-22
7430,5-1764,G51764,H:\Gold-Models\,H:\Gold-Models\,***, production,28/07/2022,Semi,0.2,2022-07-27,2024-04-22
7431,5-1765,G51765,H:\Gold-Models\,H:\Gold-Models\, , production,29/07/2022, ,Not Available,2023-05-26,2024-04-22
7432,5-1766,G51766,H:\Gold-Models\,H:\Gold-Models\, , production,15/08/2022, ,Not Available,2022-08-08,2024-04-22
7433,5-1767,G51767,H:\Gold-Models\,H:\Gold-Models\,***, production,06/07/2022,Ein,0.15,2023-12-28,2024-04-22
7434,5-1768,G51768,H:\Gold-Models\,H:\Gold-Models\, , production,10/08/2022, ,Not Available,2022-08-10,2024-04-22
7435,5-1769,G51769,H:\Gold-Models\,H:\Gold-Models\,*,Market,10/08/2022, ,Not Available,2023-06-10,2024-04-22
7436,5-1770-A,G51770A,H:\Gold-Models\,H:\Gold-Models\,***, production,22/08/2022,Semi,0.11,2022-08-22,2024-04-22
7437,5-1770-B,G51770B,H:\Gold-Models\,H:\Gold-Models\,***, production,22/08/2022,Semi,0.11,2022-08-22,2024-04-22
7438,5-1770,G51770,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2023-06-17,2024-04-22
7439,5-1771-A,G51771A,H:\Gold-Models\,H:\Gold-Models\,***, production,22/08/2022,Semi,0.82,2022-08-22,2024-04-22
7440,5-1771-B,G51771B,H:\Gold-Models\,H:\Gold-Models\,***, production,22/08/2022,Semi,0.87,2022-08-22,2024-04-22
7441,5-1771-C,G51771C,H:\Gold-Models\,H:\Gold-Models\, , production,30/08/2022,Semi,0.65,2022-08-30,2024-04-22
7442,5-1771,G51771,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2023-07-24,2024-04-22
7443,5-1772,G51772,H:\Gold-Models\,H:\Gold-Models\,***, production,12/09/2022, ,Not Available,2022-09-12,2024-04-22
7444,5-1773,G51773,H:\Gold-Models\,H:\Gold-Models\,***, production,12/09/2022, ,Not Available,2022-09-12,2024-04-22
7445,5-1774,G51774,H:\Gold-Models\,H:\Gold-Models\,***, production,24/06/2022, ,Not Available,2023-06-08,2024-04-22
7446,5-1775,G51775,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2022-09-17,2024-04-22
7447,5-1776,G51776,H:\Gold-Models\,H:\Gold-Models\, ,France,France, ,Not Available,2022-09-17,2024-04-22
7448,5-1777,G51777,H:\Gold-Models\,H:\Gold-Models\, ,France,France, ,Not Available,2022-09-17,2024-04-22
7449,5-1778,G51778,H:\Gold-Models\,H:\Gold-Models\,***, production,19/09/2022,Semi,3.92,2022-09-19,2024-04-22
7450,5-1779-A,G51779A,H:\Gold-Models\,H:\Gold-Models\,*, production,21/09/2022, ,Not Available,2022-09-21,2024-04-22
7451,5-1779-B,G51779B,H:\Gold-Models\,H:\Gold-Models\,*, production,21/09/2022, ,Not Available,2022-12-14,2024-04-22
7452,5-1779,G51779,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2023-09-02,2024-04-22
7453,5-1780,G51780,H:\Gold-Models\,H:\Gold-Models\,***, production,29/09/2022, ,Not Available,2023-06-24,2024-04-22
7454,5-1781,G51781,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2022-10-15,2024-04-22
7455,5-1782,G51782,H:\Gold-Models\,H:\Gold-Models\,***, production,15/10/2022, ,Not Available,2022-10-15,2024-04-22
7456,5-1783,G51783,H:\Gold-Models\,H:\Gold-Models\,***, production,19/10/2022, ,Not Available,2022-10-19,2024-04-22
7457,5-1784,G51784,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-11-03,2024-04-22
7458,5-1785-A,G51785A,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7459,5-1785-B,G51785B,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7460,5-1785,G51785,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2023-06-26,2024-04-22
7461,5-1786,G51786,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-10-21,2024-04-22
7462,5-1787-A,G51787A,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-11-28,2024-04-22
7463,5-1787-B,G51787B,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-11-28,2024-04-22
7464,5-1787-C,G51787C,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-11-28,2024-04-22
7465,5-1787-D,G51787D,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-11-28,2024-04-22
7466,5-1787,G51787,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2023-11-28,2024-04-22
7467,5-1788,G51788,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-10-23,2024-04-22
7468,5-1789,G51789,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7469,5-1790-A,G51790A,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7470,5-1790-B,G51790B,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7471,5-1790,G51790,H:\Gold-Models\,H:\Gold-Models\,**, production, , ,Not Available,2023-06-26,2024-04-22
7472,5-1791,G51791,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7473,5-1792,G51792,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-10-23,2024-04-22
7474,5-1793,G51793,H:\Gold-Models\,H:\Gold-Models\,**,Turkish Imseeh & Meşe,Turkish Imseeh & Meşe, ,Not Available,2023-10-21,2024-04-22
7475,5-1794,G51794,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7476,5-1795,G51795,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-10-23,2024-04-22
7477,5-1796,G51796,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7478,5-1797,G51797,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-10-25,2024-04-22
7479,5-1798,G51798,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7480,5-1799,G51799,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7481,5-1800,G51800,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-06-10,2024-04-22
7482,5-1801,G51801,H:\Gold-Models\,H:\Gold-Models\,***, production,27/10/2022, ,Not Available,2022-10-27,2024-04-22
7483,5-1802,G51802,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2022-11-04,2024-04-22
7484,5-1803,G51803,H:\Gold-Models\,H:\Gold-Models\, , production,07/11/2022, ,Not Available,2023-03-04,2024-04-22
7485,5-1804,G51804,H:\Gold-Models\,H:\Gold-Models\, , production,07/11/2022, ,Not Available,2022-11-07,2024-04-22
7486,5-1805,G51805,H:\Gold-Models\,H:\Gold-Models\, , production,07/11/2022, ,Not Available,2022-11-07,2024-04-22
7487,5-1806,G51806,H:\Gold-Models\,H:\Gold-Models\, , production,07/11/2022, ,Not Available,2022-11-07,2024-04-22
7488,5-1807,G51807,H:\Gold-Models\,H:\Gold-Models\, , production,09/11/2022, ,Not Available,2022-11-09,2024-04-22
7489,5-1808,G51808,H:\Gold-Models\,H:\Gold-Models\, , production,09/11/2022, ,Not Available,2022-11-09,2024-04-22
7490,5-1809,G51809,H:\Gold-Models\,H:\Gold-Models\, , production,09/11/2022, ,Not Available,2022-11-09,2024-04-22
7491,5-1810,G51810,H:\Gold-Models\,H:\Gold-Models\,***, production,09/11/2022, ,Not Available,2022-11-09,2024-04-22
7492,5-1811,G51811,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2022-12-09,2024-04-22
7493,5-1812,G51812,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2022-12-13,2024-04-22
7494,5-1813,G51813,H:\Gold-Models\,H:\Gold-Models\,***, production,16/12/2022, ,Not Available,2022-12-16,2024-04-22
7495,5-1814,G51814,H:\Gold-Models\,H:\Gold-Models\, , production,16/12/2022, ,Not Available,2022-12-16,2024-04-22
7496,5-1815,G51815,H:\Gold-Models\,H:\Gold-Models\, , production,16/12/2022, ,Not Available,2022-12-16,2024-04-22
7497,5-1816,G51816,H:\Gold-Models\,H:\Gold-Models\,***, production,29/12/2022, ,Not Available,2022-12-29,2024-04-22
7498,5-1817,G51817,H:\Gold-Models\,H:\Gold-Models\,**,TURKISH,TURKISH, ,Not Available,2023-10-23,2024-04-22
7499,5-1818,G51818,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2022-12-29,2024-04-22
7500,5-1819,G51819,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2023-01-04,2024-04-22
7501,5-1820,G51820,H:\Gold-Models\,H:\Gold-Models\,***, production,07/01/2023, ,Not Available,2023-01-07,2024-04-22
7502,5-1821,G51821,H:\Gold-Models\,H:\Gold-Models\,***, production,07/01/2023,Malachite,0.3,2023-01-07,2024-04-22
7503,5-1822,G51822,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-01-12,2024-04-22
7504,5-1823,G51823,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-12-21,2024-04-22
7505,5-1824,G51824,H:\Gold-Models\,H:\Gold-Models\,**,Turkish Meşe,Market, ,Not Available,2023-10-23,2024-04-22
7506,5-1825,G51825,H:\Gold-Models\,H:\Gold-Models\, ,TURKISH,TURKISH, ,Not Available,2023-01-25,2024-04-22
7507,5-1826,G51826,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-01-26,2024-04-22
7508,5-1827,G51827,H:\Gold-Models\,H:\Gold-Models\,**, production,28/01/2023, ,Not Available,2023-06-10,2024-04-22
7509,5-1828,G51828,H:\Gold-Models\,H:\Gold-Models\,**,Market,Market, ,Not Available,2023-02-04,2024-04-22
7510,5-1829,G51829,H:\Gold-Models\,H:\Gold-Models\,***, production,25/02/2023, ,Not Available,2023-02-24,2024-04-22
7511,5-1830,G51830,H:\Gold-Models\,H:\Gold-Models\,***, production,08/03/2023, ,Not Available,2023-03-04,2024-04-22
7512,5-1831,G51831,H:\Gold-Models\,H:\Gold-Models\,***, production,14/03/2023,Semi,0.03,2023-03-20,2024-04-22
7513,5-1832,G51832,H:\Gold-Models\,H:\Gold-Models\,***, production,14/03/2023,Semi,0.1,2023-03-14,2024-04-22
7514,5-1833,G51833,H:\Gold-Models\,H:\Gold-Models\,***, production,14/03/2023,Semi,0.06,2023-03-20,2024-04-22
7515,5-1834,G51834,H:\Gold-Models\,H:\Gold-Models\,***, production,14/03/2023,Semi,0.12,2023-06-10,2024-04-22
7516,5-1835,G51835,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-03-11,2024-04-22
7517,5-1836,G51836,H:\Gold-Models\,H:\Gold-Models\, , production,01/04/2023, ,Not Available,2023-10-02,2024-04-22
7518,5-1837,G51837,H:\Gold-Models\,H:\Gold-Models\,**, production,29/09/2023, ,Not Available,2023-09-29,2024-04-22
7519,5-1838,G51838,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-06-10,2024-04-22
7520,5-1839,G51839,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2024-01-20,2024-04-22
7521,5-1840,G51840,H:\Gold-Models\,H:\Gold-Models\, , production,Was Order,Semi,2.04,2024-01-15,2024-04-22
7522,5-1841-A,G51841A,H:\Gold-Models\,H:\Gold-Models\,***, production,08/05/2023, ,Not Available,2023-05-08,2024-04-22
7523,5-1841-B,G51841B,H:\Gold-Models\,H:\Gold-Models\, , production,08/05/2023, ,Not Available,2023-05-08,2024-04-22
7524,5-1842,G51842,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-12-21,2024-04-22
7525,5-1843,G51843,H:\Gold-Models\,H:\Gold-Models\, , production,Was Order, ,Not Available,2023-12-21,2024-04-22
7526,5-1844,G51844,H:\Gold-Models\,H:\Gold-Models\, ,France,France, ,Not Available,2023-11-10,2024-04-22
7527,5-1845,G51845,H:\Gold-Models\,H:\Gold-Models\,**,France,France, ,Not Available,2023-11-10,2024-04-22
7528,5-1846,G51846,H:\Gold-Models\,H:\Gold-Models\,**, production,09/11/2024, ,Not Available,2023-11-10,2024-04-22
7529,5-1847,G51847,H:\Gold-Models\,H:\Gold-Models\, ,France,France, ,Not Available,2023-11-10,2024-04-22
7530,5-1848,G51848,H:\Gold-Models\,H:\Gold-Models\,*,France,France, ,Not Available,2023-11-10,2024-04-22
7531,5-1849,G51849,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market,Semi,Not Available,2023-06-01,2024-04-22
7532,5-1850,G51850,H:\Gold-Models\,H:\Gold-Models\,*,France,France, ,Not Available,2023-11-10,2024-04-22
7533,5-1851,G51851,H:\Gold-Models\,H:\Gold-Models\, , production,Was Order,Semi,0.59,2023-12-21,2024-04-22
7534,5-1852,G51852,H:\Gold-Models\,H:\Gold-Models\,***, production,08/06/2023, ,Not Available,2023-06-08,2024-04-22
7535,5-1853,G51853,H:\Gold-Models\,H:\Gold-Models\, ,France,France, ,Not Available,2023-12-19,2024-04-22
7536,5-1854,G51854,H:\Gold-Models\,H:\Gold-Models\,***, production,21/06/2023,Semi,0.13,2023-06-21,2024-04-22
7537,5-1855,G51855,H:\Gold-Models\,H:\Gold-Models\,***, production,21/06/2023,Semi,0.1,2023-06-21,2024-04-22
7538,5-1856,G51856,H:\Gold-Models\,H:\Gold-Models\,***, production,21/06/2023,Semi,0.16,2023-06-21,2024-04-22
7539,5-1857,G51857,H:\Gold-Models\,H:\Gold-Models\,***, production,21/06/2023, ,Not Available,2023-06-21,2024-04-22
7540,5-1858,G51858,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-06-21,2024-04-22
7541,5-1859,G51859,H:\Gold-Models\,H:\Gold-Models\,*,France,France,Semi france,0.09,2023-11-10,2024-04-22
7542,5-1860,G51860,H:\Gold-Models\,H:\Gold-Models\, ,France,France, ,Not Available,2023-11-10,2024-04-22
7543,5-1861,G51861,H:\Gold-Models\,H:\Gold-Models\,*,France,France,Semi france,0.01,2023-11-10,2024-04-22
7544,5-1862,G51862,H:\Gold-Models\,H:\Gold-Models\,*,France,France,PRL,0.11,2023-11-10,2024-04-22
7545,5-1863,G51863,H:\Gold-Models\,H:\Gold-Models\,***, production,24/06/2023, ,Not Available,2023-07-15,2024-04-22
7546,5-1864,G51864,H:\Gold-Models\,H:\Gold-Models\,***, production,24/06/2023,Semi,0.14,2023-06-24,2024-04-22
7547,5-1865,G51865,H:\Gold-Models\,H:\Gold-Models\,***, production,26/06/2023,Semi,0.07,2023-06-26,2024-04-22
7548,5-1866,G51866,H:\Gold-Models\,H:\Gold-Models\,***, production,19/07/2023,Semi,0.25,2023-07-18,2024-04-22
7549,5-1867,G51867,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-07-19,2024-04-22
7550,5-1868,G51868,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-07-19,2024-04-22
7551,5-1869,G51869,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market (Italian), ,Not Available,2023-07-19,2024-04-22
7552,5-1870,G51870,H:\Gold-Models\,H:\Gold-Models\, ,France,France, ,Not Available,2024-01-20,2024-04-22
7553,5-1871,G51871,H:\Gold-Models\,H:\Gold-Models\,***, production,Was Order, ,Not Available,2023-12-19,2024-04-22
7554,5-1872,G51872,H:\Gold-Models\,H:\Gold-Models\,**,France,France, ,Not Available,2023-11-10,2024-04-22
7555,5-1873,G51873,H:\Gold-Models\,H:\Gold-Models\, ,France,France, ,Not Available,2023-11-10,2024-04-22
7556,5-1874-A,G51874A,H:\Gold-Models\,H:\Gold-Models\, , production,27/07/2023,Semi,0.04,2023-07-27,2024-04-22
7557,5-1874-B,G51874B,H:\Gold-Models\,H:\Gold-Models\,***, production,27/07/2023, ,0.04,2023-07-27,2024-04-22
7558,5-1874,G51874,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2023-07-27,2024-04-22
7559,5-1875,G51875,H:\Gold-Models\,H:\Gold-Models\, ,Market,Market, ,Not Available,2023-07-29,2024-04-22
7560,5-1876,G51876,H:\Gold-Models\,H:\Gold-Models\,***, production,Was Order,Semi,0.75,2023-12-19,2024-04-22
7561,5-1877,G51877,H:\Gold-Models\,H:\Gold-Models\,*,France,France, ,Not Available,2023-11-27,2024-04-22
7562,5-1878,G51878,H:\Gold-Models\,H:\Gold-Models\,*,France,France, ,Not Available,2023-11-10,2024-04-22
7563,5-1879,G51879,H:\Gold-Models\,H:\Gold-Models\, ,France,France, ,Not Available,2023-11-10,2024-04-22
