id,model,SKU,scaned_images_path,website_images_path,category,source,first_date,semi,avg_of_stones,craeted_at,updated_at
8668,7-0830,G70830,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8669,7-0831,G70831,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8670,7-0832,G70832,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8671,7-0833,G70833,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,12/01/2018,22/04/2024
8672,7-0834,G70834,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,12/01/2018,22/04/2024
8673,7-0835,G70835,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8674,7-0836,G70836,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,12/01/2018,22/04/2024
8675,7-0837,G70837,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,23/05/2023,22/04/2024
8676,7-0838,G70838,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,12/01/2018,22/04/2024
8677,7-0839,G70839,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,23/05/2023,22/04/2024
8678,7-0840,G70840,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
8679,7-0841,G70841,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,13/01/2023,22/04/2024
8680,7-0842,G70842,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8681,7-0843,G70843,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,23/05/2023,22/04/2024
8682,7-0844,G70844,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8683,7-0845,G70845,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8684,7-0846,G70846,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8685,7-0847,G70847,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,12/01/2018,22/04/2024
8686,7-0848,G70848,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/01/2023,22/04/2024
8687,7-0849,G70849,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2023,22/04/2024
8688,7-0850,G70850,H:\Gold-Models\,H:\Gold-Models\, , production,11/06/2021,Semi,Not Available,12/01/2018,22/04/2024
8689,7-0851,G70851,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8690,7-0852,G70852,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,12/01/2018,22/04/2024
8691,7-0853,G70853,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,12/01/2018,22/04/2024
8692,7-0854,G70854,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8693,7-0855,G70855,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8694,7-0856,G70856,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,12/01/2018,22/04/2024
8695,7-0857,G70857,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8696,7-0858,G70858,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8697,7-0859,G70859,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8698,7-0860,G70860,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,24/05/2023,22/04/2024
8699,7-0861,G70861,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8700,7-0862,G70862,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8701,7-0863,G70863,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8702,7-0864,G70864,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8703,7-0865,G70865,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8704,7-0866,G70866,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8705,7-0867,G70867,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,12/01/2018,22/04/2024
8706,7-0868,G70868,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,12/01/2018,22/04/2024
8707,7-0869-a,G70869a,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD,Sadaf,0.05,22/03/2023,22/04/2024
8708,7-0869-b,G70869b,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD,Malachite,0.05,22/03/2023,22/04/2024
8709,7-0869-C,G70869C,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD,Malachite,0.05,22/03/2023,22/04/2024
8710,7-0869,G70869,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,22/03/2023,22/04/2024
8711,7-0870,G70870,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8712,7-0871-A,G70871A,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,0.05,24/05/2023,22/04/2024
8713,7-0871-b,G70871b,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,21/03/2019,22/04/2024
8714,7-0872,G70872,H:\Gold-Models\,H:\Gold-Models\,***, production,22/09/2021, ,Not Available,04/05/2023,22/04/2024
8715,7-0873,G70873,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,12/04/2021,22/04/2024
8716,7-0874,G70874,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,12/01/2018,22/04/2024
8717,7-0875-A,G70875A,H:\Gold-Models\,H:\Gold-Models\, , production,17/03/2022,Semi,0.25,12/04/2021,22/04/2024
8718,7-0875-B,G70875B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/04/2021,22/04/2024
8719,7-0875-C,G70875C,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,23/05/2023,22/04/2024
8720,7-0875,G70875,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/11/2023,22/04/2024
8721,7-0876,G70876,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8722,7-0877,G70877,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8723,7-0878,G70878,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,24/05/2023,22/04/2024
8724,7-0879,G70879,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,24/05/2023,22/04/2024
8725,7-0880,G70880,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,24/05/2023,22/04/2024
8726,7-0881,G70881,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,12/01/2018,22/04/2024
8727,7-0882,G70882,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,12/01/2018,22/04/2024
8728,7-0883,G70883,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,23/05/2023,22/04/2024
8729,7-0884,G70884,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,1.06,12/01/2018,22/04/2024
8730,7-0885,G70885,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,12/01/2018,22/04/2024
8731,7-0886,G70886,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,12/01/2018,22/04/2024
8732,7-0887,G70887,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,12/01/2018,22/04/2024
8733,7-0888,G70888,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8734,7-0889,G70889,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8735,7-0890,G70890,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8736,7-0891,G70891,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8737,7-0892,G70892,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,11/03/2023,22/04/2024
8738,7-0893,G70893,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,18/01/2023,22/04/2024
8739,7-0894,G70894,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,12/01/2018,22/04/2024
8740,7-0895-A,G70895A,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Semi,0.21,23/06/2023,22/04/2024
8741,7-0895-B,G70895B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,14/04/2021,22/04/2024
8742,7-0896,G70896,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD,Ein,0.05,11/02/2023,22/04/2024
8743,7-0897,G70897,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Semi,Not Available,24/05/2023,22/04/2024
8744,7-0898,G70898,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD,Ein,0.10,18/01/2023,22/04/2024
8745,7-0899,G70899,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8746,7-0900,G70900,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,24/05/2023,22/04/2024
8747,7-0901,G70901,H:\Gold-Models\,H:\Gold-Models\, , production,23/03/2022, ,Not Available,12/01/2018,22/04/2024
8748,7-0902,G70902,H:\Gold-Models\,H:\Gold-Models\, , production,28/05/2021, ,Not Available,12/01/2018,22/04/2024
8749,7-0903-a,G70903a,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Onyx,Not Available,30/10/2024,05/12/2024
8750,7-0903-b,G70903b,H:\Gold-Models\,H:\Gold-Models\,***, production,17/08/2024,color,Not Available,30/10/2024,05/12/2024
8751,7-0903,G70903,H:\Gold-Models\,H:\Gold-Models\, , production, , ,0.05,25/05/2023,22/04/2024
8752,7-0904,G70904,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8753,7-0905,G70905,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8754,7-0906-A,G70906A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,30/03/2023,22/04/2024
8755,7-0906-B,G70906B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,30/03/2023,22/04/2024
8756,7-0906,G70906,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8757,7-0907,G70907,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8758,7-0908,G70908,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,24/05/2023,22/04/2024
8759,7-0909,G70909,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8760,7-0910-A,G70910A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,14/04/2021,22/04/2024
8761,7-0910-B,G70910B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Malachite,0.20,13/03/2023,22/04/2024
8762,7-0911,G70911,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Blue,0.15,13/03/2023,22/04/2024
8763,7-0912,G70912,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/01/2018,22/04/2024
8764,7-0913,G70913,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8765,7-0914-A,G70914A,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Semi,0.30,13/03/2023,22/04/2024
8766,7-0914,G70914,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,13/03/2023,22/04/2024
8767,7-0915-B,G70915B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,13/03/2023,22/04/2024
8768,7-0915,G70915,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8769,7-0916,G70916,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,13/03/2023,22/04/2024
8770,7-0917,G70917,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,13/01/2023,22/04/2024
8771,7-0918,G70918,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8772,7-0919,G70919,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD,PRL,Not Available,25/05/2023,22/04/2024
8773,7-0920,G70920,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8774,7-0921,G70921,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD,PRL,Not Available,30/05/2023,22/04/2024
8775,7-0922,G70922,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,25/05/2023,22/04/2024
8776,7-0923,G70923,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,23/05/2023,22/04/2024
8777,7-0924,G70924,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8778,7-0925,G70925,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,24/05/2023,22/04/2024
8779,7-0926,G70926,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,PRL,Not Available,26/05/2023,22/04/2024
8780,7-0927,G70927,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8781,7-0928,G70928,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8782,7-0929,G70929,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8783,7-0930,G70930,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8784,7-0931,G70931,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8785,7-0932,G70932,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/01/2018,22/04/2024
8786,7-0933-A,G70933A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,0.43,13/03/2023,22/04/2024
8787,7-0933-B,G70933B,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Faroz,0.50,26/05/2023,22/04/2024
8788,7-0934-A,G70934A,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Semi,0.16,30/03/2023,22/04/2024
8789,7-0934-B,G70934B,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD,Semi,0.16,30/03/2023,22/04/2024
8790,7-0934,G70934,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2023,22/04/2024
8791,7-0935,G70935,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD,Semi,Not Available,13/03/2023,22/04/2024
